County,Offense,Offense Description,Offense Date
Anderson,Drug,POSS CS PG 1 <1G,3/18/2017
Kerr,Other,BAIL JUMPING AND FAIL TO APPEAR FELONY,11/29/2018
Dallas,Other,EVADE ARREST/DETEN W/PREV CONV,9/4/2018
Ector,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/27/2018
McLennan,Other,DEADLY CONDUCT DISCHARGE FIREARM,8/8/2017
Tarrant,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/1/2019
Harris,Property,"THEFT PROP >=$2,500<$30K",5/4/2019
Harris,Drug,POSS CS PG 1 <1G,3/27/2017
Lubbock,Other,UNL POSS FIREARM BY FELON,9/7/2017
Brazoria,Property,UNAUTH USE OF VEHICLE,8/15/2018
Hidalgo,Drug,MAN DEL CS PG 1 >=4G<200G,1/31/2018
Harris,Drug,POSS CS PG 1 <1G,8/14/2018
Montgomery,Drug,POSS CS PG 1 >=1G<4G,8/18/2018
Harris,Property,BURGLARY OF BUILDING,6/30/2018
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/9/2017
Brown,Drug,POSS CS PG 1 <1G,3/28/2018
Tarrant,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,2/13/2018
Tarrant,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/1/2018
Galveston,Drug,POSS CS PG 1 >=1G<4G,9/24/2018
Gregg,Drug,POSS CS PG 1 <1G,4/3/2018
Victoria,Property,"THEFT PROP>=$1,500<$20K",4/20/2018
Randall,Violent,INTOXICATION ASSAULT W/VEHICLE SBI,11/17/2017
Ector,Property,BURGLARY OF HABITATION,11/22/2017
Tarrant,Violent,AGG ROBBERY,11/26/2017
Tarrant,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,8/31/2017
Smith,Drug,POSS CS PG 1 <1G,7/1/2018
Travis,Drug,POSS CS PG 1 <1G,9/12/2017
Smith,Violent,AGG ASSAULT W/DEADLY WEAPON,8/17/2018
Bexar,Drug,MAN DEL CS PG 1 >=1G<4G,11/16/2018
Rockwall,Property,MAN W/INT SELL OF COUNTERFEIT INSTRUMENT,12/13/2018
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/3/2017
Galveston,Drug,POSS CS PG 1 >=1G<4G,12/3/2018
Tarrant,Drug,POSS CS PG 1 <1G,4/27/2018
Lubbock,Property,UNAUTH USE OF VEHICLE,10/10/2018
Dallas,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,5/7/2018
Bexar,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,7/23/2017
Smith,Other,EVADING ARST/DETN W/VEH,10/11/2018
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,5/30/2018
Travis,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,7/23/2017
Bell,Drug,POSS CS PG 1 <1G,3/19/2017
Fort Bend,Property,BURGLARY OF BUILDING,2/25/2018
Fort Bend,Drug,POSS CS PG 1 >=1G<4G,2/9/2017
Tarrant,Drug,POSS CS PG 1 >=1G<4G,2/12/2019
Cherokee,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,6/25/2018
Harris,Property,BURGLARY OF BUILDING,3/28/2018
Bexar,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",9/13/2017
El Paso,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,3/16/2018
El Paso,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/22/2018
Smith,Other,UNL POSS FIREARM BY FELON,6/3/2018
Harris,Property,"THEFT PROP >=$2,500<$30K",5/20/2019
Bexar,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/20/2018
Williamson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/9/2018
Tarrant,Property,UNAUTH USE OF VEHICLE,1/7/2019
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,8/29/2018
Potter,Drug,POSS CS PG 1 >=1G<4G,6/6/2018
Bexar,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/23/2017
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,7/7/2018
Medina,Other,VIOL PROTECT ORDER BIAS/PREJUD W/2+ PREV CONVIC,5/21/2018
Tarrant,Property,"THEFT PROP >=$2,500<$30K",9/4/2018
Hunt,Drug,MAN DEL CS PG 1 >=1G<4G,10/13/2017
Midland,Property,"THEFT PROP >=$2,500<$30K",3/22/2017
Johnson,Property,"THEFT PROP>=$1,500<$20K",5/19/2018
El Paso,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",6/4/2018
Harris,Violent,ASSAULT PEACE OFFICER/JUDGE,7/23/2018
Navarro,Drug,POSS CS PG 1 <1G,4/22/2019
Lubbock,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/12/2018
Tarrant,Drug,POSS CS PG 1 <1G,1/28/2018
Tarrant,Property,"THEFT PROP >=$2,500<$30K",6/19/2018
Llano,Drug,MAN DEL CS PG 1 >=1G<4G,2/7/2018
Ector,Drug,POSS CS PG 1 <1G,8/17/2018
Ector,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,2/2/2018
Leon,Violent,ASSAULT BI FAM/HOUSE MEM 2+ W/IN 12 MONTHS,3/26/2017
Fort Bend,Other,UNL POSS FIREARM BY FELON,1/15/2018
Tarrant,Other,UNL POSS FIREARM BY FELON,1/28/2019
Brazoria,Drug,POSS CS PG 1 <1G,3/16/2019
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/17/2019
Taylor,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,4/17/2018
McLennan,Violent,AGG ASSAULT W/DEADLY WEAPON,11/4/2017
Chambers,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,8/2/2017
Henderson,Drug,POSS CS PG 1 >=1G<4G,1/6/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/13/2019
Travis,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",8/16/2018
Travis,Property,BURGLARY OF BUILDING,2/21/2019
Tarrant,Drug,POSS CS PG 1 <1G,6/6/2018
Hidalgo,Violent,ROBBERY,3/31/2017
Tarrant,Drug,POSS CS PG 1 <1G,12/16/2018
Harris,Other,EVADING ARST/DETN W/VEH,1/6/2018
Harris,Violent,ROBBERY,5/11/2017
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/11/2019
Harris,Violent,AGG ASSAULT W/DEADLY WEAPON,4/8/2018
Travis,Drug,MAN DEL CS PG 1 >=1G<4G,7/31/2018
Galveston,Drug,POSS CS PG 1 <1G,3/12/2019
Dallas,Drug,POSS CS PG 1 <1G,12/19/2018
Williamson,Drug,POSS CS PG 1 <1G,11/12/2017
Victoria,Violent,SEX ABUSE OF CHILD CONTINUOUS: VICTIM UNDER 14,2/26/2017
Dallas,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,7/13/2017
Harris,Other,PROH WEAPON,9/28/2018
Harris,Violent,AGG ASSAULT W/DEADLY WEAPON,7/22/2018
Van Zandt,Other,UNL POSS FIREARM BY FELON,11/12/2017
Harris,Property,ARSON OF BLDG/HABIT/VEH RECKLESS CAUSE DAMAGE,3/8/2018
Rockwall,Property,"THEFT PROP >=$2,500<$30K",12/31/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",5/12/2018
Hays,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,2/24/2018
McLennan,Drug,MAN DEL CS PG 1 >=1G<4G,4/19/2018
Dallas,Property,UNAUTH USE OF VEHICLE,8/28/2018
Johnson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,9/22/2017
Tom Green,Property,"THEFT PROP >=$2,500<$30K",2/24/2018
Hidalgo,Property,UNAUTH USE OF VEHICLE,5/16/2018
Harris,Other,EVADING ARST/DETN W/VEH,3/11/2018
Tarrant,Property,THEFT PROP <$2500 2+ CONV ENH IAT,2/15/2018
Dallas,Property,UNAUTH USE OF VEHICLE,9/18/2018
Fannin,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,7/10/2017
Ector,Property,"HINDER SECURED CREDITORS >=$2,500<$30K",4/11/2018
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,5/28/2017
Harris,Drug,MAN DEL CS PG 1 <1G,8/21/2018
Nolan,Other,BAIL JUMPING AND FAIL TO APPEAR FELONY,6/26/2018
Fort Bend,Property,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 5<10,7/6/2018
Montgomery,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/8/2018
Hidalgo,Property,UNAUTH USE OF VEHICLE,3/8/2019
Kerr,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,2/9/2018
Guadalupe,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/10/2017
Grayson,Drug,POSS CS PG 1 <1G,3/7/2017
Midland,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",7/27/2017
Dallas,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,5/25/2018
Bastrop,Property,FRAUD USE/POSS IDENTIFYING INFO # ITEMS 5<10,2/6/2018
Tarrant,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",5/28/2019
Dallas,Property,"THEFT PROP >=$2,500<$30K",10/1/2018
Taylor,Drug,MAN DEL CS PG 1 >=4G<200G,7/20/2017
Tom Green,Other,EVADING ARST/DETN W/VEH,1/29/2018
El Paso,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/31/2018
Rockwall,Property,FORGERY FINANCIAL INSTRUMENT,1/24/2018
Travis,Property,BURGLARY OF BUILDING,9/8/2018
Wichita,Other,TAMPER/FABRICATE PHYS EVID W/INTENT TO IMPAIR,12/24/2018
Potter,Drug,POSS CS PG 1 <1G,3/1/2018
Gregg,Property,"THEFT PROP>=$1,500<$20K",4/26/2018
Dallas,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,1/10/2017
Harris,Violent,INJURY CHILD/ELDERLY/DISABLE W/INT BODILY INJ,11/11/2017
Harris,Violent,AGG ASSAULT W/DEADLY WEAPON,2/11/2017
Tom Green,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,3/10/2018
Harris,Property,FRAUD USE/POSS IDENTIFYING INFO # ITEMS < 5,8/30/2018
Tarrant,Other,ENGAGING IN ORGANIZED CRIMINAL ACTIVITY,3/1/2019
Navarro,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,12/1/2018
Hidalgo,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,2/18/2018
Johnson,Drug,MAN DEL CS PG 1 <1G,8/2/2017
Nacogdoches,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",9/24/2018
Williamson,Drug,POSS CS PG 1 <1G,10/9/2018
Wood,Property,THEFT PROP >=$30K<$150K,8/28/2017
El Paso,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",1/15/2019
Harris,Violent,ROBBERY,9/27/2018
Harris,Drug,POSS CS PG 1 <1G,6/8/2018
Ector,Drug,POSS CS PG 1 <1G,9/21/2018
Hood,Drug,POSS CS PG 1 >=1G<4G,4/1/2017
Harris,Property,THEFT FROM PERSON,5/16/2018
Travis,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",8/16/2017
Harris,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,5/5/2017
Floyd,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,3/29/2018
Upshur,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/24/2018
Dallas,Violent,AGG ASSAULT W/DEADLY WEAPON,8/4/2018
Harris,Other,EVADING ARST/DETN W/VEH,8/6/2018
Tarrant,Drug,POSS CS PG 1 <1G,12/18/2018
Cameron,Drug,POSS CS PG 1 >=1G<4G,7/25/2018
Harris,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,8/2/2018
Montgomery,Drug,POSS CS PG 1 <1G,9/4/2018
Wichita,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",6/5/2017
Taylor,Drug,POSS CS PG 1 >=1G<4G,12/14/2017
Fayette,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,9/11/2018
Taylor,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,5/5/2018
Galveston,Property,BURGLARY OF BUILDING,12/19/2017
Harris,Other,EVADING ARST/DETN W/VEH,9/6/2018
Dallas,Property,BURGLARY OF BUILDING,10/20/2018
Bandera,Drug,POSS CS PG 1 <1G,10/7/2018
Madison,Property,"THEFT PROP >=$2,500<$30K",4/9/2017
Dallas,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,8/13/2017
Ellis,Violent,ROBBERY,7/14/2017
Travis,Drug,POSS CS PG 1 <1G,4/20/2019
Bexar,Other,PROSTITUTION W/3 OR MORE PRIORS,4/11/2018
Tom Green,Drug,POSS CS PG 1 <1G,6/22/2018
Runnels,Drug,MAN DEL CS PG 1 >=200G <400G,3/12/2018
Travis,Drug,MAN DEL CS PG 1 <1G,7/19/2018
Dallas,Violent,ROBBERY,5/25/2017
Harris,Drug,POSS CS PG 1 >=4G<200G,4/28/2018
Bexar,Drug,POSS CS PG 1 >=1G<4G,5/8/2018
Travis,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,8/27/2018
Montgomery,Drug,POSS CS PG 1 <1G,3/26/2019
Dallas,Property,THEFT OF MATERIAL ALUM/BRNZ/COPPER/BRASS <$20K,4/10/2017
Harris,Other,EVADING ARST/DETN W/VEH,5/31/2018
Potter,Property,FORGERY FINANCIAL INSTRUMENT,7/17/2017
Freestone,Drug,POSS CS PG 1 <1G,9/21/2017
Dallas,Drug,POSS CS PG 1 <1G,12/22/2017
Hays,Violent,AGG ASSAULT W/DEADLY WEAPON,6/17/2018
Dallas,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,8/21/2018
Fort Bend,Drug,MAN DEL CS PG 1 >=1G<4G,7/23/2018
Harris,Property,BURGLARY OF VEHICLES W/PREV 2 OR MORE CONV,6/24/2018
Ellis,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/21/2018
Dallas,Other,SEX OFFENDERS DUTY TO REGISTER W/PREV CONV,5/23/2018
Liberty,Drug,POSS CS PG 1 <1G,5/1/2018
Tarrant,Violent,ROBBERY,2/21/2018
Galveston,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",3/30/2017
Tarrant,Property,UNAUTH USE OF VEHICLE,7/14/2018
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,3/4/2018
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,10/26/2018
Hays,Drug,POSS CS PG 1 <1G,3/3/2018
Tom Green,Drug,POSS CS PG 1 <1G,11/2/2017
Tom Green,Drug,POSS CS PG 1 <1G,6/19/2018
Brazoria,Property,BURGLARY OF BUILDING,12/26/2017
Angelina,Drug,MAN DEL CS PG 1 <1G,9/6/2017
Grayson,Drug,POSS CS PG 1 >=1G<4G,5/23/2018
Collin,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,10/14/2017
Burnet,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,5/1/2018
Ector,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,10/7/2017
Bexar,Drug,POSS CS PG 1 <1G,11/27/2018
Gregg,Other,TAMPER/FABRICATE PHYS EVID W/INTENT TO IMPAIR,4/14/2017
Van Zandt,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,11/18/2017
Bowie,Drug,POSS CS PG 1 <1G,9/17/2018
Tarrant,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,12/19/2017
Ector,Other,TAMPER/FABRICATE PHYS EVID W/INTENT TO IMPAIR,4/4/2018
Collin,Drug,POSS CS PG 1 <1G,1/18/2019
Panola,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",9/5/2017
Harris,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/2/2019
Travis,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,7/11/2018
El Paso,Drug,POSS CS PG 1 <1G,8/11/2018
Tarrant,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,6/13/2019
Tarrant,Drug,POSS CS PG 1 <1G,5/22/2018
Galveston,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,6/27/2018
Matagorda,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,11/1/2017
Hidalgo,Violent,INDECENCY W/CHILD SEXUAL CONTACT,6/5/2017
Lubbock,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/5/2019
Smith,Property,UNAUTH USE OF VEHICLE,5/10/2017
Dallas,Drug,POSS CS PG 1 <1G,7/20/2018
Tom Green,Violent,INDECENCY W/A CHILD EXPOSES,12/2/2017
Travis,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,1/21/2019
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/26/2018
Tarrant,Property,BURGLARY OF BUILDING,2/2/2018
Dallas,Property,UNAUTH USE OF VEHICLE,8/2/2018
Dallas,Drug,POSS CS PG 1 <1G,6/24/2017
Tarrant,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/3/2018
Johnson,Drug,POSS CS PG 1 >=4G<200G,7/3/2018
Tarrant,Drug,POSS CS PG 1 <1G,1/10/2019
Harris,Violent,AGG ASSAULT W/DEADLY WEAPON,5/8/2017
Hidalgo,Other,EVADING ARST/DETN W/VEH,1/24/2017
Brazoria,Violent,INJURY CHILD/ELDERLY/DISABLE W/INT BODILY INJ,7/26/2018
Cameron,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,3/31/2018
Wilbarger,Drug,POSS CS PG 1 >=1G<4G,1/10/2017
Van Zandt,Violent,AGG ROBBERY,11/3/2017
Tarrant,Drug,POSS CS PG 1 >=4G<200G,2/1/2019
Bexar,Violent,MURDER,2/23/2017
Montgomery,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,5/17/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",9/29/2018
McLennan,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",2/2/2018
Tarrant,Property,BURGLARY OF VEHICLES W/PREV 2 OR MORE CONV,11/7/2018
Randall,Violent,INJURY CHILD/ELDERLY/DISABLED RECKLESS BODILY INJ,4/19/2017
Victoria,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",11/3/2017
Titus,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,4/30/2018
Palo Pinto,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,7/17/2017
Bexar,Drug,POSS CS PG 1 <1G,3/31/2019
Harrison,Drug,MAN DEL CS PG 1 >=1G<4G,12/1/2017
Parker,Drug,POSS CS PG 1 <1G,8/22/2017
Grayson,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,11/28/2018
Aransas,Drug,POSS CS PG 1 >=1G<4G,6/4/2018
Montgomery,Violent,INDECENCY W/CHILD SEXUAL CONTACT,12/1/2017
Jefferson,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/ANNUALLY,3/8/2018
Williamson,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/5/2018
Dallas,Property,BURGLARY OF BUILDING,7/29/2018
Johnson,Other,DRIVING WHILE INTOXICATED W/CHILD UNDER 15 YOA,8/25/2018
Bell,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",7/29/2019
Bexar,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",5/7/2019
Travis,Drug,POSS CS PG 1 <1G,7/21/2018
Kleberg,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,2/18/2017
Polk,Property,"THEFT PROP >=$2,500<$30K",9/24/2018
Brazoria,Drug,POSS CS PG 1 <1G,3/14/2018
Milam,Drug,POSS CS PG 1 >=1G<4G,4/21/2017
Galveston,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,3/31/2018
Montgomery,Drug,POSS CS PG 1 <1G,8/16/2018
Coryell,Drug,MAN DEL CS PG 1 <1G,4/20/2018
Harris,Violent,ROBBERY,11/10/2018
Smith,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",12/18/2018
Franklin,Drug,POSS CS PG 1 <1G,5/28/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",3/20/2018
Dallas,Other,EVADE ARREST/DETEN W/PREV CONV,5/14/2019
Cameron,Drug,POSS CS PG 1 <1G,3/7/2018
Hidalgo,Property,BURGLARY OF BUILDING,6/16/2018
Wharton,Property,BURGLARY OF BUILDING,10/7/2018
Williamson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/15/2018
Kerr,Drug,MAN DEL CS PG 1 >=4G<200G,10/13/2017
Bexar,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",5/28/2018
Ector,Other,EVADE ARREST/DETEN W/PREV CONV,9/14/2018
Harris,Property,UNAUTH USE OF VEHICLE,4/5/2019
Comanche,Drug,MAN DEL CS PG 1 >=4G<200G,4/12/2018
Ector,Drug,POSS CS PG 1 <1G,8/18/2018
Harris,Property,UNAUTH USE OF VEHICLE,3/13/2018
Walker,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,3/8/2017
Harris,Other,UNL POSS FIREARM BY FELON,9/25/2018
Montgomery,Drug,POSS CS PG 1 <1G,12/30/2018
Harris,Property,BURGLARY OF HABITATION,1/20/2018
Harris,Violent,INJURY CHILD/ELDERLY/DISABLED RECKLESS BODILY INJ,5/14/2018
Henderson,Drug,POSS CS PG 1 <1G,9/2/2018
Cameron,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,10/28/2017
El Paso,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/8/2018
Bee,Drug,POSS CS PG 1 <1G,3/15/2018
Robertson,Other,EVADE ARREST/DETEN W/PREV CONV,4/17/2018
Harris,Violent,AGG ROBBERY,5/18/2018
Dallas,Drug,POSS CS PG 1 <1G,8/20/2018
Duval,Drug,MAN DEL CS PG 1 >=4G<200G,4/6/2017
Tarrant,Drug,POSS CS PG 1 >=1G<4G,4/16/2018
Galveston,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,12/15/2017
Wilson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,11/10/2017
Tarrant,Property,BURGLARY OF BUILDING,9/23/2017
Midland,Drug,MAN DEL CS PG1 <1G DFZ IAT,8/8/2018
Parker,Drug,POSS CS PG 1 <1G,4/28/2017
Fort Bend,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",8/7/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",7/12/2019
Fort Bend,Property,"CRIMINAL MISCHIEF >=$2,500<$30K",9/28/2018
Angelina,Other,SEX OFFENDERS DUTY TO REGISTER LIFE/90 DAY,7/15/2018
Dallas,Violent,INJURY CHILD/ELDERLY/DISABLED CRIMINAL NEGLIGENCE,12/16/2018
Orange,Violent,HARASSMENT OF PUBLIC SERVANT,7/12/2018
Dallas,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,9/25/2018
Collin,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/27/2019
Harris,Other,EVADE ARREST/DETEN W/PREV CONV,8/1/2018
Bexar,Drug,POSS CS PG 1 >=1G<4G,5/2/2017
Hunt,Other,EVADING ARST/DETN W/VEH,9/1/2018
Montgomery,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,12/17/2017
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",9/14/2018
Dallas,Property,UNAUTH USE OF VEHICLE,6/11/2018
Bexar,Other,UNL POSS FIREARM BY FELON,3/29/2018
Tarrant,Drug,POSS CS PG 1 <1G,4/12/2019
Williamson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,6/5/2018
Harris,Other,EVADING ARREST DETENTION W/VEH,9/21/2018
Smith,Drug,POSS CS PG 1 <1G,3/24/2018
Deaf Smith,Drug,POSS CS PG 1 <1G,4/13/2018
Taylor,Property,"THEFT PROP >=$2,500<$30K",11/13/2017
El Paso,Drug,MAN DEL CS PG 1 >=4G<200G,11/8/2018
Brown,Drug,POSS CS PG 1 <1G,7/6/2017
Harris,Drug,POSS CS PG 1 <1G,10/4/2018
Dallas,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,11/24/2017
Tarrant,Drug,POSS CS PG 1 >=4G<200G,9/14/2018
Harris,Property,BURGLARY OF VEHICLES W/PREV 2 OR MORE CONV,1/1/2019
Johnson,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,7/26/2018
Cooke,Drug,POSS CS PG 1 >=1G<4G,3/5/2018
Jefferson,Drug,POSS CS PG 1 <1G,6/29/2018
Dallas,Drug,POSS CS PG 1 <1G,3/5/2018
Travis,Property,UNAUTH USE OF VEHICLE,12/5/2018
Brazos,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/24/2018
Collin,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",10/23/2018
Dallas,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",5/1/2019
Tom Green,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,5/18/2017
Coryell,Drug,POSS CS PG 1 <1G,9/5/2018
Dallas,Violent,MURDER,6/27/2017
Dallas,Drug,POSS CS PG 1 >=4G<200G,9/5/2018
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",4/25/2018
Travis,Drug,POSS CS PG 1 >=1G<4G,4/18/2019
Taylor,Property,BURGLARY OF HABITATION,2/13/2019
Montgomery,Drug,POSS CS PG 1 <1G,11/2/2018
Montgomery,Other,TAMPER/FABRICATE PHYS EVID W/INTENT TO IMPAIR,10/26/2018
Brown,Property,THEFT FROM PERSON,4/26/2018
Bexar,Property,BURGLARY OF BUILDING,12/8/2017
Jasper,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/3/2017
Bexar,Drug,POSS CS PG 1 <1G,12/25/2018
Bexar,Drug,MAN DEL CS PG 1 >=4G<200G,12/3/2017
Harris,Property,"THEFT PROP <$2,500  2/MORE PREV CONV",6/8/2018
Bexar,Other,PROSTITUTION W/3 OR MORE PRIORS,9/11/2018
Denton,Violent,AGG ASSAULT W/DEADLY WEAPON,6/2/2017
Navarro,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,12/21/2018
Bowie,Drug,POSS CS PG 1 <1G,3/8/2018
Bexar,Other,VIOL BOND/PROTECTIVE ORDER 2+ PREV CONV IAT,5/30/2018
Harris,Property,UNAUTH USE OF VEHICLE,4/11/2018
Dallas,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BREATH/CIRCULAT,3/6/2017
Bandera,Drug,POSS CS PG 1 <1G,2/23/2017
Tarrant,Drug,POSS CS PG 1 <1G,3/22/2018
Tarrant,Violent,MANSLAUGHTER,5/5/2017
Fort Bend,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,11/18/2017
Potter,Violent,ASSAULT FAMILY/HOUSEHOLD MEMBER W/PREV CONV,7/23/2018
Dallas,Other,UNL POSS FIREARM BY FELON,2/26/2018
Collin,Drug,POSS CS PG 1 <1G,2/9/2019
Potter,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,4/29/2018
Gregg,Other,VIOL BOND/PROTECTIVE ORDER 2+ TIMES W/I 12 MO,7/17/2018
Shelby,Other,DRIVING WHILE INTOXICATED 3RD OR MORE,1/19/2017
Bexar,Drug,POSS CS PG 1 >=4G<200G,9/12/2018
Hunt,Drug,POSS CS PG 1 >=1G<4G,10/21/2017
